trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
774,False,"{'a': 0.6, 'e': 0.2259999999999993}",20,10,23.022251069747153,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.6, 'e': 0.2249999999999993}",20,3,-25.236234267340127,"{0: 14, 1: 1, 2: 0, 3: 2, 4: 0}",1
776,False,"{'a': 0.6, 'e': 0.2239999999999993}",25,15,19.30047077985963,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.6, 'e': 0.2229999999999993}",25,7,28.187400460274137,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.6, 'e': 0.2219999999999993}",25,12,15.618225080205525,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
779,False,"{'a': 0.6, 'e': 0.2209999999999993}",30,0,16.434888827211942,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
780,False,"{'a': 0.6, 'e': 0.2199999999999993}",20,0,14.145716435914212,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
781,False,"{'a': 0.6, 'e': 0.2189999999999993}",20,9,19.889838538031437,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.6, 'e': 0.2179999999999993}",20,12,1.060374604181345,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
783,False,"{'a': 0.6, 'e': 0.2169999999999993}",25,16,11.06070714475079,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.6, 'e': 0.2159999999999993}",25,13,4.70268434679909,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
785,False,"{'a': 0.6, 'e': 0.2149999999999993}",25,2,11.070535130696536,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
786,False,"{'a': 0.6, 'e': 0.2139999999999993}",25,14,9.153587372654343,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
787,False,"{'a': 0.6, 'e': 0.2129999999999993}",25,14,21.13674622196508,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.6, 'e': 0.2119999999999993}",25,8,19.081848355245345,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
789,False,"{'a': 0.6, 'e': 0.2109999999999993}",20,10,18.672361133566977,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.6, 'e': 0.2099999999999993}",25,17,3.327704807092772,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
791,False,"{'a': 0.6, 'e': 0.2089999999999993}",30,15,-4.40444767270034,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
792,False,"{'a': 0.6, 'e': 0.2079999999999993}",20,10,16.037761771959822,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.6, 'e': 0.2069999999999993}",25,11,-29.736788724785683,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
794,False,"{'a': 0.6, 'e': 0.2059999999999993}",30,21,16.26869396199365,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.6, 'e': 0.2049999999999993}",20,12,-41.55109977618384,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
796,False,"{'a': 0.6, 'e': 0.2039999999999993}",30,0,-57.762300040207506,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
797,False,"{'a': 0.6, 'e': 0.2029999999999993}",25,19,10.16985023001437,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.6, 'e': 0.2019999999999993}",30,22,12.828670167127175,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.6, 'e': 0.2009999999999993}",20,0,18.870478038566848,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
800,False,"{'a': 0.6, 'e': 0.1999999999999993}",30,15,26.026424385905166,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.6, 'e': 0.1989999999999993}",25,11,1.4612678149151566,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
802,False,"{'a': 0.6, 'e': 0.1979999999999993}",20,0,0.4576495283962969,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
803,False,"{'a': 0.6, 'e': 0.1969999999999993}",20,2,7.147613265525604,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
804,False,"{'a': 0.6, 'e': 0.19599999999999929}",20,9,0.6189552687787954,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
805,False,"{'a': 0.6, 'e': 0.19499999999999929}",25,14,8.815812106693034,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.6, 'e': 0.19399999999999928}",20,3,-4.278029528868448,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
807,False,"{'a': 0.6, 'e': 0.19299999999999928}",25,11,10.451155798599729,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
808,False,"{'a': 0.6, 'e': 0.19199999999999928}",25,8,26.053940406266637,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.6, 'e': 0.19099999999999928}",25,12,-28.941163337851815,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
810,False,"{'a': 0.6, 'e': 0.18999999999999928}",25,16,18.796935016496615,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.6, 'e': 0.18899999999999928}",20,15,3.0007282433115883,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.6, 'e': 0.18799999999999928}",20,7,14.752261829820931,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
813,False,"{'a': 0.6, 'e': 0.18699999999999928}",20,12,1.6334191642964204,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
814,False,"{'a': 0.6, 'e': 0.18599999999999928}",30,4,30.857692615087768,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
815,False,"{'a': 0.6, 'e': 0.18499999999999928}",25,14,15.922690573458441,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.6, 'e': 0.18399999999999928}",25,11,13.458985040855495,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
817,False,"{'a': 0.6, 'e': 0.18299999999999927}",30,19,19.406721622128504,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.6, 'e': 0.18199999999999927}",25,11,27.48517862400005,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.6, 'e': 0.18099999999999927}",30,7,-67.62797055933142,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 2}",1
820,False,"{'a': 0.6, 'e': 0.17999999999999927}",20,14,11.575053911730018,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.6, 'e': 0.17899999999999927}",30,12,-41.58278922525588,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
822,False,"{'a': 0.6, 'e': 0.17799999999999927}",25,13,18.914117356692593,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.6, 'e': 0.17699999999999927}",35,11,20.947894840498094,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
824,False,"{'a': 0.6, 'e': 0.17599999999999927}",20,10,10.856178023657709,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.6, 'e': 0.17499999999999927}",30,8,32.851401976443114,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.6, 'e': 0.17399999999999927}",20,6,-52.39069821988664,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
827,False,"{'a': 0.6, 'e': 0.17299999999999927}",30,15,27.622837999721572,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.6, 'e': 0.17199999999999926}",25,10,12.003694230461832,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
829,False,"{'a': 0.6, 'e': 0.17099999999999926}",25,9,17.003032850480697,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.6, 'e': 0.16999999999999926}",30,7,-0.36435529647386566,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
831,False,"{'a': 0.6, 'e': 0.16899999999999926}",25,8,15.021178060684216,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
832,False,"{'a': 0.6, 'e': 0.16799999999999926}",20,4,26.33434095948394,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.6, 'e': 0.16699999999999926}",20,14,13.049275517807956,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.6, 'e': 0.16599999999999926}",20,14,9.814100203161232,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.6, 'e': 0.16499999999999926}",25,7,29.4660021491085,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.6, 'e': 0.16399999999999926}",20,8,13.544461312120683,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.6, 'e': 0.16299999999999926}",20,10,-22.362200281035282,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
838,False,"{'a': 0.6, 'e': 0.16199999999999926}",20,10,21.17408132823796,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.6, 'e': 0.16099999999999925}",20,0,-1.5506018689688368,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
840,False,"{'a': 0.6, 'e': 0.15999999999999925}",35,13,-12.102603633926284,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
841,False,"{'a': 0.6, 'e': 0.15899999999999925}",30,21,16.4558243116237,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.6, 'e': 0.15799999999999925}",20,16,5.702190181826276,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.6, 'e': 0.15699999999999925}",20,16,6.725434284333618,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.6, 'e': 0.15599999999999925}",20,12,16.685747768881598,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.6, 'e': 0.15499999999999925}",25,9,27.578932205986707,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.6, 'e': 0.15399999999999925}",20,14,12.085342115791033,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.6, 'e': 0.15299999999999925}",20,8,22.995521686511744,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.6, 'e': 0.15199999999999925}",20,0,13.315659867410751,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
849,False,"{'a': 0.6, 'e': 0.15099999999999925}",25,16,6.747957443154192,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
850,False,"{'a': 0.6, 'e': 0.14999999999999925}",30,18,22.93707368571398,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.6, 'e': 0.14899999999999924}",25,14,2.3091624797131063,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
852,False,"{'a': 0.6, 'e': 0.14799999999999924}",20,3,-30.70105296176134,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
853,False,"{'a': 0.6, 'e': 0.14699999999999924}",25,12,-30.70313342716499,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
854,False,"{'a': 0.6, 'e': 0.14599999999999924}",30,16,15.593769694061404,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
855,False,"{'a': 0.6, 'e': 0.14499999999999924}",20,0,31.90396604195014,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.6, 'e': 0.14399999999999924}",20,4,-10.210955334897427,"{0: 13, 1: 2, 2: 0, 3: 1, 4: 0}",1
857,False,"{'a': 0.6, 'e': 0.14299999999999924}",25,13,9.921990993991159,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
858,False,"{'a': 0.6, 'e': 0.14199999999999924}",20,9,12.860833496262911,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
859,False,"{'a': 0.6, 'e': 0.14099999999999924}",20,9,15.373564632209888,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.6, 'e': 0.13999999999999924}",25,13,19.009120166698047,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.6, 'e': 0.13899999999999924}",25,0,-24.732756210434673,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
862,False,"{'a': 0.6, 'e': 0.13799999999999923}",20,14,8.827037629908363,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.6, 'e': 0.13699999999999923}",30,16,28.238019361602998,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.6, 'e': 0.13599999999999923}",25,14,6.7755236411772755,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.6, 'e': 0.13499999999999923}",20,10,-3.207314516547717,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
866,False,"{'a': 0.6, 'e': 0.13399999999999923}",20,3,-19.39809126555501,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
867,False,"{'a': 0.6, 'e': 0.13299999999999923}",20,16,7.0229791782004485,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.6, 'e': 0.13199999999999923}",20,7,20.858625065650358,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.6, 'e': 0.13099999999999923}",20,11,16.631621089564465,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.6, 'e': 0.12999999999999923}",30,11,32.555511508447005,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.6, 'e': 0.12899999999999923}",25,17,2.4954283837367948,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
872,False,"{'a': 0.6, 'e': 0.12799999999999923}",20,0,17.461413595990454,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
873,False,"{'a': 0.6, 'e': 0.12699999999999922}",30,13,4.363223348732805,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
874,False,"{'a': 0.6, 'e': 0.12599999999999922}",25,11,-14.200500956675286,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
875,False,"{'a': 0.6, 'e': 0.12499999999999922}",20,11,11.139224904415817,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.6, 'e': 0.12399999999999922}",25,8,-0.7217667848442675,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
877,False,"{'a': 0.6, 'e': 0.12299999999999922}",20,12,-9.152223666118697,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
878,False,"{'a': 0.6, 'e': 0.12199999999999922}",25,19,5.226655656646925,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.6, 'e': 0.12099999999999922}",20,11,18.37107437704233,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.6, 'e': 0.11999999999999922}",25,0,40.664644192166264,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.6, 'e': 0.11899999999999922}",25,12,0.6490656067793052,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
882,False,"{'a': 0.6, 'e': 0.11799999999999922}",25,2,31.360066686271963,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.6, 'e': 0.11699999999999922}",20,5,-1.4073625751185175,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
884,False,"{'a': 0.6, 'e': 0.11599999999999921}",30,6,7.99592125642153,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
885,False,"{'a': 0.6, 'e': 0.11499999999999921}",25,13,0.36345203790158487,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
886,False,"{'a': 0.6, 'e': 0.11399999999999921}",20,10,20.16844071256119,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.6, 'e': 0.11299999999999921}",20,9,19.68386529203881,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.6, 'e': 0.11199999999999921}",20,7,-11.232933836103003,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
889,False,"{'a': 0.6, 'e': 0.11099999999999921}",20,5,13.696928433177039,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
890,False,"{'a': 0.6, 'e': 0.10999999999999921}",25,20,8.963680712244859,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.6, 'e': 0.10899999999999921}",25,3,23.692899673980197,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
892,False,"{'a': 0.6, 'e': 0.10799999999999921}",20,10,7.067960767673942,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
893,False,"{'a': 0.6, 'e': 0.1069999999999992}",25,0,-16.76567616929993,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
894,False,"{'a': 0.6, 'e': 0.1059999999999992}",20,10,17.287348095024555,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.6, 'e': 0.1049999999999992}",20,12,15.707650364811162,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.6, 'e': 0.1039999999999992}",20,7,16.674061976346305,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.6, 'e': 0.1029999999999992}",25,11,22.891546315654672,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.6, 'e': 0.1019999999999992}",20,9,21.334951593973834,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.6, 'e': 0.1009999999999992}",20,16,8.192651184753919,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.6, 'e': 0.0999999999999992}",20,11,19.016450009162572,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.6, 'e': 0.0989999999999992}",20,7,24.64183919233909,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.6, 'e': 0.0979999999999992}",25,18,10.654086936861722,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.6, 'e': 0.0969999999999992}",25,16,16.96103931693829,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.6, 'e': 0.0959999999999992}",30,19,0.3806216597778742,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
905,False,"{'a': 0.6, 'e': 0.0949999999999992}",25,7,27.813469210914324,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.6, 'e': 0.0939999999999992}",30,16,-27.527861971977693,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
907,False,"{'a': 0.6, 'e': 0.0929999999999992}",20,7,-17.32965061558717,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
908,False,"{'a': 0.6, 'e': 0.0919999999999992}",20,16,10.137410993398905,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.6, 'e': 0.09099999999999919}",20,16,8.151599593404736,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.6, 'e': 0.08999999999999919}",25,11,28.512809058442073,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.6, 'e': 0.08899999999999919}",25,17,16.81699568317956,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.6, 'e': 0.08799999999999919}",20,15,7.277110286785043,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.6, 'e': 0.08699999999999919}",25,17,16.727158708727355,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.6, 'e': 0.08599999999999919}",20,6,13.451416644076849,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.6, 'e': 0.08499999999999919}",25,14,18.928942089165222,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.6, 'e': 0.08399999999999919}",20,8,26.10181398287174,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.6, 'e': 0.08299999999999919}",25,11,17.684352861384298,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
918,False,"{'a': 0.6, 'e': 0.08199999999999918}",20,14,13.273512215298632,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.6, 'e': 0.08099999999999918}",20,3,16.23174236660205,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
920,False,"{'a': 0.6, 'e': 0.07999999999999918}",20,3,-11.897877724687662,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
921,False,"{'a': 0.6, 'e': 0.07899999999999918}",25,9,25.614684863622124,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.6, 'e': 0.07799999999999918}",30,17,14.461442958781596,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
923,False,"{'a': 0.6, 'e': 0.07699999999999918}",20,5,27.08944688096092,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.6, 'e': 0.07599999999999918}",25,18,15.893568506046442,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.6, 'e': 0.07499999999999918}",20,6,13.534358269444478,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
926,False,"{'a': 0.6, 'e': 0.07399999999999918}",20,9,10.340881046752887,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
927,False,"{'a': 0.6, 'e': 0.07299999999999918}",25,11,24.894605058962508,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.6, 'e': 0.07199999999999918}",20,0,-22.630385554596273,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
929,False,"{'a': 0.6, 'e': 0.07099999999999917}",20,13,13.444249914318604,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.6, 'e': 0.06999999999999917}",25,20,6.884213738236568,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,False,"{'a': 0.6, 'e': 0.06899999999999917}",25,20,11.496483100075181,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.6, 'e': 0.06799999999999917}",30,19,19.52587953277048,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.6, 'e': 0.06699999999999917}",25,13,16.626434119819262,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.6, 'e': 0.06599999999999917}",25,17,17.04884772267068,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.6, 'e': 0.06499999999999917}",20,12,14.675013297765164,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.6, 'e': 0.06399999999999917}",20,8,-18.101641461229914,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
937,False,"{'a': 0.6, 'e': 0.06299999999999917}",20,8,19.642569386659925,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.6, 'e': 0.06199999999999917}",20,11,15.88617519668276,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.6, 'e': 0.060999999999999166}",20,1,29.010645116035747,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.6, 'e': 0.059999999999999165}",20,7,-16.522163690531933,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
941,False,"{'a': 0.6, 'e': 0.058999999999999164}",20,6,22.97329200468204,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.6, 'e': 0.05799999999999916}",20,14,12.049423139186711,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.6, 'e': 0.05699999999999916}",35,21,16.17531439976695,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
944,False,"{'a': 0.6, 'e': 0.05599999999999916}",25,17,13.2035881326265,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.6, 'e': 0.05499999999999916}",25,7,32.08215999535063,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.6, 'e': 0.05399999999999916}",25,9,32.47946267512462,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.6, 'e': 0.05299999999999916}",25,0,34.358742363143186,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
948,False,"{'a': 0.6, 'e': 0.05199999999999916}",25,11,23.26397955244049,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.6, 'e': 0.05099999999999916}",35,19,6.2323082846314275,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
950,False,"{'a': 0.6, 'e': 0.049999999999999156}",25,14,22.821975526683445,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,20,9.478334088147987,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,14,10.601662699053561,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,11,22.763000312123886,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,15,25.817554814252006,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,19,9.056722405494348,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,15,22.855469596951224,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,9,23.190859874558754,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,8,20.913111509295682,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,22,16.10682246530792,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
